,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
5509,8/24/21,Southeast,Virginia,Richmond,Men's Apparel,64.0,106.0,6784.0,3460.0,Online
5510,8/24/21,Southeast,Virginia,Richmond,Women's Apparel,73.0,75.0,5475.0,2300.0,Online
5511,9/25/21,Southeast,Virginia,Richmond,Men's Street Footwear,46.0,113.0,5198.0,2599.0,Online
5512,9/25/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,52.0,113.0,5876.0,2703.0,Online
5513,9/25/21,Southeast,Virginia,Richmond,Women's Street Footwear,47.0,65.0,3055.0,1436.0,Online
5514,9/25/21,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,54.0,2430.0,1191.0,Online
5515,9/25/21,Southeast,Virginia,Richmond,Men's Apparel,58.0,56.0,3248.0,1624.0,Online
5516,9/25/21,Southeast,Virginia,Richmond,Women's Apparel,42.0,70.0,2940.0,1264.0,Online
5517,10/24/21,Southeast,Virginia,Richmond,Men's Street Footwear,38.0,102.0,3876.0,1744.0,Online
5518,10/24/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.0,142.0,7242.0,3549.0,Online
5519,10/24/21,Southeast,Virginia,Richmond,Women's Street Footwear,46.0,95.0,4370.0,2010.0,Online
5520,10/24/21,Southeast,Virginia,Richmond,Women's Athletic Footwear,41.0,98.0,4018.0,1969.0,Online
5521,10/24/21,Southeast,Virginia,Richmond,Men's Apparel,53.0,87.0,4611.0,2490.0,Online
5522,10/24/21,Southeast,Virginia,Richmond,Women's Apparel,59.0,102.0,6018.0,2648.0,Online
5523,11/24/21,Southeast,Virginia,Richmond,Men's Street Footwear,42.0,155.0,6510.0,3060.0,Online
5524,11/24/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,47.0,169.0,7943.0,3892.0,Online
5525,11/24/21,Southeast,Virginia,Richmond,Women's Street Footwear,43.0,138.0,5934.0,2848.0,Online
5526,11/24/21,Southeast,Virginia,Richmond,Women's Athletic Footwear,52.0,113.0,5876.0,2820.0,Online
5527,11/24/21,Southeast,Virginia,Richmond,Men's Apparel,73.0,111.0,8103.0,4457.0,Online
5528,11/24/21,Southeast,Virginia,Richmond,Women's Apparel,74.0,149.0,11026.0,4410.0,Online
5529,12/23/21,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,225.0,13500.0,6345.0,Online
5530,12/23/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,74.0,225.0,16650.0,7493.0,Online
5531,12/23/21,Southeast,Virginia,Richmond,Women's Street Footwear,64.0,154.0,9856.0,4731.0,Online
5532,12/23/21,Southeast,Virginia,Richmond,Women's Athletic Footwear,67.0,160.0,10720.0,5360.0,Online
5533,12/23/21,Southeast,Virginia,Richmond,Men's Apparel,72.0,133.0,9576.0,4884.0,Online
5534,12/23/21,Southeast,Virginia,Richmond,Women's Apparel,82.0,150.0,12300.0,5289.0,Online
5535,1/19/21,Southeast,Virginia,Richmond,Men's Street Footwear,34.0,203.0,6902.0,4210.0,Online
5536,1/19/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.0,154.0,5236.0,2670.0,Online
5537,1/19/21,Southeast,Virginia,Richmond,Women's Street Footwear,23.0,149.0,3427.0,1371.0,Online
5538,1/19/21,Southeast,Virginia,Richmond,Women's Athletic Footwear,29.0,116.0,3364.0,1682.0,Online
5539,1/19/21,Southeast,Virginia,Richmond,Men's Apparel,43.0,122.0,5246.0,2728.0,Online
5540,1/19/21,Southeast,Virginia,Richmond,Women's Apparel,33.0,138.0,4554.0,3097.0,Online
5541,2/17/21,Southeast,Virginia,Richmond,Men's Street Footwear,34.0,200.0,6800.0,4284.0,Online
5542,2/17/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,33.0,117.0,3861.0,2008.0,Online
5543,2/17/21,Southeast,Virginia,Richmond,Women's Street Footwear,23.0,150.0,3450.0,1484.0,Online
5544,2/17/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,28.0,109.0,3052.0,1495.0,Online
5545,2/17/21,Midwest,Michigan,Detroit,Men's Apparel,41.0,126.0,5166.0,2841.0,Online
5546,2/17/21,Midwest,Michigan,Detroit,Women's Apparel,33.0,138.0,4554.0,3051.0,Online
5547,3/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,34.0,216.0,7344.0,4480.0,Online
5548,3/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,32.0,126.0,4032.0,2177.0,Online
5549,3/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,25.0,124.0,3100.0,1240.0,Online
5550,3/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,29.0,91.0,2639.0,1267.0,Online
5551,3/15/21,Midwest,Michigan,Detroit,Men's Apparel,43.0,94.0,4042.0,2102.0,Online
5552,3/15/21,Midwest,Michigan,Detroit,Women's Apparel,33.0,143.0,4719.0,3256.0,Online
5553,4/16/21,Midwest,Michigan,Detroit,Men's Street Footwear,32.0,181.0,5792.0,3475.0,Online
5554,4/16/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,38.0,111.0,4218.0,2236.0,Online
5555,4/16/21,Midwest,Michigan,Detroit,Women's Street Footwear,27.0,135.0,3645.0,1531.0,Online
5556,4/16/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,32.0,109.0,3488.0,1604.0,Online
5557,4/16/21,Midwest,Michigan,Detroit,Men's Apparel,45.0,120.0,5400.0,2700.0,Online
5558,4/16/21,Midwest,Michigan,Detroit,Women's Apparel,37.0,152.0,5624.0,3881.0,Online
5559,5/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,48.0,207.0,9936.0,6061.0,Online
5560,5/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,47.0,150.0,7050.0,3878.0,Online
5561,5/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,44.0,133.0,5852.0,2341.0,Online
5562,5/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,42.0,126.0,5292.0,2646.0,Online
5563,5/15/21,Midwest,Michigan,Detroit,Men's Apparel,52.0,124.0,6448.0,3417.0,Online
5564,5/15/21,Midwest,Michigan,Detroit,Women's Apparel,55.0,150.0,8250.0,5775.0,Online
5565,6/17/21,Midwest,Michigan,Detroit,Men's Street Footwear,52.0,206.0,10712.0,6641.0,Online
5566,6/17/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,46.0,167.0,7682.0,4148.0,Online
5567,6/17/21,Midwest,Michigan,Detroit,Women's Street Footwear,41.0,138.0,5658.0,2490.0,Online
5568,6/17/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,43.0,158.0,6794.0,3261.0,Online
5569,6/17/21,Midwest,Michigan,Detroit,Men's Apparel,57.0,152.0,8664.0,4765.0,Online
5570,6/17/21,Midwest,Michigan,Detroit,Women's Apparel,60.0,169.0,10140.0,6591.0,Online
5571,7/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,57.0,225.0,12825.0,7695.0,Online
5572,7/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,53.0,189.0,10017.0,5109.0,Online
5573,7/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,46.0,173.0,7958.0,3581.0,Online
5574,7/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,47.0,158.0,7426.0,3342.0,Online
5575,7/15/21,Midwest,Michigan,Detroit,Men's Apparel,54.0,143.0,7722.0,3938.0,Online
5576,7/15/21,Midwest,Michigan,Detroit,Women's Apparel,62.0,210.0,13020.0,8984.0,Online
5577,8/16/21,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,263.0,14465.0,9258.0,Online
5578,8/16/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,195.0,9750.0,4875.0,Online
5579,8/16/21,Midwest,Michigan,Detroit,Women's Street Footwear,42.0,144.0,6048.0,2540.0,Online
5580,8/16/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.0,142.0,4828.0,2173.0,Online
5581,8/16/21,Midwest,Michigan,Detroit,Men's Apparel,42.0,135.0,5670.0,3005.0,Online
5582,8/16/21,Midwest,Michigan,Detroit,Women's Apparel,45.0,176.0,7920.0,5386.0,Online
5583,9/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,42.0,232.0,9744.0,6139.0,Online
5584,9/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,37.0,174.0,6438.0,3283.0,Online
5585,9/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,34.0,145.0,4930.0,2071.0,Online
5586,9/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.0,119.0,4046.0,1821.0,Online
5587,9/15/21,Midwest,Michigan,Detroit,Men's Apparel,41.0,128.0,5248.0,2624.0,Online
5588,9/15/21,Midwest,Michigan,Detroit,Women's Apparel,48.0,173.0,8304.0,5398.0,Online
5589,10/17/21,Midwest,Michigan,Detroit,Men's Street Footwear,49.0,225.0,11025.0,6725.0,Online
5590,10/17/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,37.0,167.0,6179.0,3151.0,Online
5591,10/17/21,Midwest,Michigan,Detroit,Women's Street Footwear,37.0,123.0,4551.0,2048.0,Online
5592,10/17/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,38.0,116.0,4408.0,2204.0,Online
5593,10/17/21,Midwest,Michigan,Detroit,Men's Apparel,48.0,112.0,5376.0,2957.0,Online
5594,10/17/21,Midwest,Michigan,Detroit,Women's Apparel,52.0,137.0,7124.0,4987.0,Online
5595,11/16/21,Midwest,Michigan,Detroit,Men's Street Footwear,49.0,196.0,9604.0,6051.0,Online
5596,11/16/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,42.0,145.0,6090.0,3350.0,Online
5597,11/16/21,Midwest,Michigan,Detroit,Women's Street Footwear,43.0,120.0,5160.0,2322.0,Online
5598,11/16/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,41.0,138.0,5658.0,2772.0,Online
5599,11/16/21,Midwest,Michigan,Detroit,Men's Apparel,59.0,126.0,7434.0,4089.0,Online
5600,11/16/21,Midwest,Michigan,Detroit,Women's Apparel,59.0,169.0,9971.0,6880.0,Online
5601,12/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,255.0,14025.0,8555.0,Online
5602,12/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,46.0,176.0,8096.0,4291.0,Online
5603,12/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,48.0,168.0,8064.0,3629.0,Online
5604,12/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,48.0,138.0,6624.0,3180.0,Online
5605,12/15/21,Midwest,Michigan,Detroit,Men's Apparel,55.0,143.0,7865.0,4090.0,Online
5606,12/15/21,Midwest,Michigan,Detroit,Women's Apparel,59.0,163.0,9617.0,6251.0,Online
5607,1/18/21,Midwest,Michigan,Detroit,Men's Street Footwear,27.0,156.0,4212.0,2106.0,Online
5608,1/18/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,29.0,123.0,3567.0,1676.0,Online
5609,1/18/21,Midwest,Michigan,Detroit,Women's Street Footwear,19.0,123.0,2337.0,1052.0,Online
5610,1/18/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,24.0,77.0,1848.0,961.0,Online
5611,1/18/21,Midwest,Michigan,Detroit,Men's Apparel,39.0,98.0,3822.0,1873.0,Online
5612,1/18/21,Midwest,Michigan,Detroit,Women's Apparel,29.0,123.0,3567.0,2247.0,Online
5613,2/18/21,Midwest,Michigan,Detroit,Men's Street Footwear,29.0,182.0,5278.0,2797.0,Online
5614,2/18/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,28.0,94.0,2632.0,1290.0,Online
5615,2/18/21,Midwest,Michigan,Detroit,Women's Street Footwear,19.0,113.0,2147.0,966.0,Online
5616,2/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.0,70.0,1680.0,874.0,Online
5617,2/18/21,Midwest,Missouri,St. Louis,Men's Apparel,38.0,88.0,3344.0,1505.0,Online
5618,2/18/21,Midwest,Missouri,St. Louis,Women's Apparel,28.0,120.0,3360.0,2117.0,Online
5619,3/17/21,Midwest,Missouri,St. Louis,Men's Street Footwear,34.0,186.0,6324.0,3225.0,Online
5620,3/17/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.0,87.0,2958.0,1331.0,Online
5621,3/17/21,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,95.0,2185.0,1005.0,Online
5622,3/17/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28.0,54.0,1512.0,771.0,Online
5623,3/17/21,Midwest,Missouri,St. Louis,Men's Apparel,41.0,75.0,3075.0,1507.0,Online
5624,3/17/21,Midwest,Missouri,St. Louis,Women's Apparel,34.0,102.0,3468.0,2254.0,Online
5625,4/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,33.0,144.0,4752.0,2471.0,Online
5626,4/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,72.0,1944.0,953.0,Online
5627,4/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,18.0,83.0,1494.0,732.0,Online
5628,4/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,52.0,1196.0,622.0,Online
5629,4/18/21,Midwest,Missouri,St. Louis,Men's Apparel,36.0,65.0,2340.0,1053.0,Online
5630,4/18/21,Midwest,Missouri,St. Louis,Women's Apparel,28.0,105.0,2940.0,1793.0,Online
5631,5/19/21,Midwest,Missouri,St. Louis,Men's Street Footwear,39.0,180.0,7020.0,3580.0,Online
5632,5/19/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.0,88.0,2992.0,1406.0,Online
5633,5/19/21,Midwest,Missouri,St. Louis,Women's Street Footwear,29.0,87.0,2523.0,1161.0,Online
5634,5/19/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.0,65.0,1885.0,1037.0,Online
5635,5/19/21,Midwest,Missouri,St. Louis,Men's Apparel,44.0,70.0,3080.0,1478.0,Online
5636,5/19/21,Midwest,Missouri,St. Louis,Women's Apparel,45.0,105.0,4725.0,2835.0,Online
5637,6/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,32.0,168.0,5376.0,2903.0,Online
5638,6/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,91.0,2457.0,1130.0,Online
5639,6/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,113.0,2599.0,1274.0,Online
5640,6/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,91.0,2093.0,1047.0,Online
5641,6/18/21,Midwest,Missouri,St. Louis,Men's Apparel,38.0,102.0,3876.0,1744.0,Online
5642,6/18/21,Midwest,Missouri,St. Louis,Women's Apparel,42.0,142.0,5964.0,3877.0,Online
5643,7/17/21,Midwest,Missouri,St. Louis,Men's Street Footwear,36.0,203.0,7308.0,4019.0,Online
5644,7/17/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,33.0,130.0,4290.0,2016.0,Online
5645,7/17/21,Midwest,Missouri,St. Louis,Women's Street Footwear,29.0,128.0,3712.0,1708.0,Online
5646,7/17/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.0,101.0,2929.0,1552.0,Online
5647,7/17/21,Midwest,Missouri,St. Louis,Men's Apparel,37.0,94.0,3478.0,1704.0,Online
5648,7/17/21,Midwest,Missouri,St. Louis,Women's Apparel,41.0,160.0,6560.0,4002.0,Online
5649,8/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,38.0,203.0,7714.0,3857.0,Online
5650,8/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38.0,143.0,5434.0,2500.0,Online
5651,8/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,32.0,120.0,3840.0,1766.0,Online
5652,8/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.0,91.0,2184.0,1201.0,Online
5653,8/18/21,Midwest,Missouri,St. Louis,Men's Apparel,34.0,81.0,2754.0,1294.0,Online
5654,8/18/21,Midwest,Missouri,St. Louis,Women's Apparel,36.0,128.0,4608.0,2995.0,Online
5655,9/19/21,Midwest,Missouri,St. Louis,Men's Street Footwear,32.0,174.0,5568.0,2784.0,Online
5656,9/19/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,28.0,100.0,2800.0,1316.0,Online
5657,9/19/21,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,75.0,1050.0,515.0,Online
5658,9/19/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,14.0,83.0,1162.0,616.0,Online
5659,9/19/21,Midwest,Missouri,St. Louis,Men's Apparel,23.0,77.0,1771.0,832.0,Online
5660,9/19/21,Midwest,Missouri,St. Louis,Women's Apparel,28.0,95.0,2660.0,1702.0,Online
5661,10/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,34.0,131.0,4454.0,2272.0,Online
5662,10/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24.0,91.0,2184.0,1092.0,Online
5663,10/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,73.0,1679.0,806.0,Online
5664,10/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,59.0,1357.0,679.0,Online
5665,10/18/21,Midwest,Missouri,St. Louis,Men's Apparel,32.0,68.0,2176.0,1023.0,Online
5666,10/18/21,Midwest,Missouri,St. Louis,Women's Apparel,38.0,88.0,3344.0,2140.0,Online
5667,11/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,34.0,150.0,5100.0,2601.0,Online
5668,11/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23.0,88.0,2024.0,911.0,Online
5669,11/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,80.0,1840.0,902.0,Online
5670,11/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,88.0,2024.0,1052.0,Online
5671,11/18/21,Midwest,Missouri,St. Louis,Men's Apparel,43.0,81.0,3483.0,1672.0,Online
5672,11/18/21,Midwest,Missouri,St. Louis,Women's Apparel,48.0,108.0,5184.0,3266.0,Online
5673,12/17/21,Midwest,Missouri,St. Louis,Men's Street Footwear,41.0,163.0,6683.0,3475.0,Online
5674,12/17/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32.0,113.0,3616.0,1736.0,Online
5675,12/17/21,Midwest,Missouri,St. Louis,Women's Street Footwear,32.0,120.0,3840.0,1805.0,Online
5676,12/17/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,34.0,88.0,2992.0,1556.0,Online
5677,12/17/21,Midwest,Missouri,St. Louis,Men's Apparel,42.0,88.0,3696.0,1848.0,Online
5678,12/17/21,Midwest,Missouri,St. Louis,Women's Apparel,47.0,126.0,5922.0,3612.0,Online
5679,1/11/21,Midwest,Missouri,St. Louis,Men's Street Footwear,23.0,196.0,4508.0,2479.0,Online
5680,1/11/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23.0,133.0,3059.0,1438.0,Online
5681,1/11/21,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,143.0,2002.0,941.0,Online
5682,1/11/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,18.0,88.0,1584.0,824.0,Online
5683,1/11/21,Midwest,Missouri,St. Louis,Men's Apparel,33.0,98.0,3234.0,1520.0,Online
5684,1/11/21,Midwest,Missouri,St. Louis,Women's Apparel,24.0,138.0,3312.0,2120.0,Online
5685,2/11/21,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,218.0,5450.0,2889.0,Online
5686,2/11/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24.0,101.0,2424.0,1139.0,Online
5687,2/11/21,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,115.0,1610.0,725.0,Online
5688,2/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,87.0,1653.0,827.0,Online
5689,2/11/21,West,Utah,Salt Lake City,Men's Apparel,32.0,101.0,3232.0,1454.0,Online
5690,2/11/21,West,Utah,Salt Lake City,Women's Apparel,24.0,131.0,3144.0,1949.0,Online
5691,3/10/21,West,Utah,Salt Lake City,Men's Street Footwear,29.0,168.0,4872.0,2533.0,Online
5692,3/10/21,West,Utah,Salt Lake City,Men's Athletic Footwear,28.0,102.0,2856.0,1428.0,Online
5693,3/10/21,West,Utah,Salt Lake City,Women's Street Footwear,18.0,112.0,2016.0,1008.0,Online
5694,3/10/21,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,73.0,1679.0,890.0,Online
5695,3/10/21,West,Utah,Salt Lake City,Men's Apparel,38.0,75.0,2850.0,1425.0,Online
5696,3/10/21,West,Utah,Salt Lake City,Women's Apparel,29.0,100.0,2900.0,1856.0,Online
5697,4/11/21,West,Utah,Salt Lake City,Men's Street Footwear,27.0,181.0,4887.0,2444.0,Online
5698,4/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,94.0,2350.0,1058.0,Online
5699,4/11/21,West,Utah,Salt Lake City,Women's Street Footwear,14.0,98.0,1372.0,631.0,Online
5700,4/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,18.0,70.0,1260.0,668.0,Online
5701,4/11/21,West,Utah,Salt Lake City,Men's Apparel,33.0,74.0,2442.0,1123.0,Online
5702,4/11/21,West,Utah,Salt Lake City,Women's Apparel,24.0,112.0,2688.0,1613.0,Online
5703,5/12/21,West,Utah,Salt Lake City,Men's Street Footwear,32.0,174.0,5568.0,2840.0,Online
5704,5/12/21,West,Utah,Salt Lake City,Men's Athletic Footwear,29.0,101.0,2929.0,1435.0,Online
5705,5/12/21,West,Utah,Salt Lake City,Women's Street Footwear,25.0,98.0,2450.0,1225.0,Online
5706,5/12/21,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,72.0,1656.0,911.0,Online
5707,5/12/21,West,Utah,Salt Lake City,Men's Apparel,39.0,75.0,2925.0,1463.0,Online
5708,5/12/21,West,Utah,Salt Lake City,Women's Apparel,44.0,120.0,5280.0,3432.0,Online
5709,6/11/21,West,Utah,Salt Lake City,Men's Street Footwear,28.0,182.0,5096.0,2599.0,Online
5710,6/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,24.0,112.0,2688.0,1317.0,Online
5711,6/11/21,West,Utah,Salt Lake City,Women's Street Footwear,19.0,115.0,2185.0,1071.0,Online
5712,6/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,108.0,2052.0,1047.0,Online
5713,6/11/21,West,Utah,Salt Lake City,Men's Apparel,34.0,108.0,3672.0,1652.0,Online
5714,6/11/21,West,Utah,Salt Lake City,Women's Apparel,38.0,150.0,5700.0,3420.0,Online
5715,7/10/21,West,Utah,Salt Lake City,Men's Street Footwear,34.0,224.0,7616.0,3960.0,Online
5716,7/10/21,West,Utah,Salt Lake City,Men's Athletic Footwear,29.0,160.0,4640.0,2227.0,Online
5717,7/10/21,West,Utah,Salt Lake City,Women's Street Footwear,24.0,138.0,3312.0,1590.0,Online
5718,7/10/21,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,115.0,2645.0,1323.0,Online
5719,7/10/21,West,Utah,Salt Lake City,Men's Apparel,32.0,128.0,4096.0,1884.0,Online
5720,7/10/21,West,Utah,Salt Lake City,Women's Apparel,38.0,150.0,5700.0,3705.0,Online
5721,8/11/21,West,Utah,Salt Lake City,Men's Street Footwear,33.0,203.0,6699.0,3350.0,Online
5722,8/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,34.0,131.0,4454.0,2093.0,Online
5723,8/11/21,West,Utah,Salt Lake City,Women's Street Footwear,29.0,113.0,3277.0,1606.0,Online
5724,8/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,101.0,1919.0,1017.0,Online
5725,8/11/21,West,Utah,Salt Lake City,Men's Apparel,29.0,105.0,3045.0,1401.0,Online
5726,8/11/21,West,Utah,Salt Lake City,Women's Apparel,32.0,152.0,4864.0,2918.0,Online
5727,9/12/21,West,Utah,Salt Lake City,Men's Street Footwear,29.0,169.0,4901.0,2549.0,Online
5728,9/12/21,West,Utah,Salt Lake City,Men's Athletic Footwear,23.0,122.0,2806.0,1263.0,Online
5729,9/12/21,West,Utah,Salt Lake City,Women's Street Footwear,9.0,91.0,819.0,410.0,Online
5730,9/12/21,West,Utah,Salt Lake City,Women's Athletic Footwear,10.0,88.0,880.0,449.0,Online
5731,9/12/21,West,Utah,Salt Lake City,Men's Apparel,19.0,88.0,1672.0,836.0,Online
5732,9/12/21,West,Utah,Salt Lake City,Women's Apparel,24.0,120.0,2880.0,1843.0,Online
5733,10/11/21,West,Utah,Salt Lake City,Men's Street Footwear,28.0,173.0,4844.0,2470.0,Online
5734,10/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,19.0,100.0,1900.0,950.0,Online
5735,10/11/21,West,Utah,Salt Lake City,Women's Street Footwear,19.0,87.0,1653.0,810.0,Online
5736,10/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,72.0,1368.0,752.0,Online
5737,10/11/21,West,Utah,Salt Lake City,Men's Apparel,29.0,83.0,2407.0,1204.0,Online
5738,10/11/21,West,Utah,Salt Lake City,Women's Apparel,32.0,104.0,3328.0,2063.0,Online
5739,11/11/21,West,Utah,Salt Lake City,Men's Street Footwear,29.0,149.0,4321.0,2161.0,Online
5740,11/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,20.0,108.0,2160.0,994.0,Online
5741,11/11/21,West,Utah,Salt Lake City,Women's Street Footwear,19.0,93.0,1767.0,848.0,Online
5742,11/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,113.0,2147.0,1095.0,Online
5743,11/11/21,West,Utah,Salt Lake City,Men's Apparel,39.0,91.0,3549.0,1739.0,Online
5744,11/11/21,West,Utah,Salt Lake City,Women's Apparel,43.0,113.0,4859.0,3158.0,Online
5745,12/10/21,West,Utah,Salt Lake City,Men's Street Footwear,39.0,203.0,7917.0,4354.0,Online
5746,12/10/21,West,Utah,Salt Lake City,Men's Athletic Footwear,28.0,145.0,4060.0,1989.0,Online
5747,12/10/21,West,Utah,Salt Lake City,Women's Street Footwear,29.0,113.0,3277.0,1540.0,Online
5748,12/10/21,West,Utah,Salt Lake City,Women's Athletic Footwear,27.0,112.0,3024.0,1542.0,Online
5749,12/10/21,West,Utah,Salt Lake City,Men's Apparel,38.0,112.0,4256.0,2128.0,Online
5750,12/10/21,West,Utah,Salt Lake City,Women's Apparel,42.0,125.0,5250.0,3203.0,Online
5751,1/24/21,West,Utah,Salt Lake City,Men's Street Footwear,27.0,98.0,2646.0,1270.0,Online
5752,1/24/21,West,Utah,Salt Lake City,Men's Athletic Footwear,39.0,105.0,4095.0,2007.0,Online
5753,1/24/21,West,Utah,Salt Lake City,Women's Street Footwear,39.0,105.0,4095.0,1966.0,Online
5754,1/24/21,West,Utah,Salt Lake City,Women's Athletic Footwear,39.0,58.0,2262.0,1041.0,Online
5755,1/24/21,West,Utah,Salt Lake City,Men's Apparel,42.0,44.0,1848.0,1016.0,Online
5756,1/24/21,West,Utah,Salt Lake City,Women's Apparel,39.0,108.0,4212.0,1811.0,Online
5757,2/24/21,West,Utah,Salt Lake City,Men's Street Footwear,29.0,117.0,3393.0,1527.0,Online
5758,2/24/21,West,Utah,Salt Lake City,Men's Athletic Footwear,39.0,91.0,3549.0,1704.0,Online
5759,2/24/21,West,Utah,Salt Lake City,Women's Street Footwear,36.0,88.0,3168.0,1426.0,Online
5760,2/24/21,West,Oregon,Portland,Women's Athletic Footwear,39.0,58.0,2262.0,1086.0,Online
5761,2/24/21,West,Oregon,Portland,Men's Apparel,42.0,38.0,1596.0,830.0,Online
5762,2/24/21,West,Oregon,Portland,Women's Apparel,37.0,85.0,3145.0,1258.0,Online
